,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
255,15705939,367,4e Arrondissement,100%,100%,Entire home/apt,26,57.0,"['email', 'phone']",1 bath,721.0,Cathy,3086902,1.0,bath,3086902
257,15665972,10,9e Arrondissement,86%,100%,Private room,14,41.0,"['email', 'phone']",1 private bath,1000.0,Celine,3102942,1.0,private bath,3102942
258,15781138,62,1er Arrondissement,93%,100%,Entire home/apt,43,70.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Pierre,3104078,1.0,bath,3104078
259,9732751,23,7e Arrondissement,100%,100%,Private room,10,30.0,"['email', 'phone']",1 half-bath,544.0,Christophe,3106592,1.0,half-bath,3106592
261,10937034,10,4e Arrondissement,20%,100%,Entire home/apt,38,92.0,"['email', 'phone']",1 bath,1000.0,Laurent,3120432,1.0,bath,3120432
262,15854880,7,8e Arrondissement,80%,100%,Entire home/apt,10,42.0,"['email', 'phone']",1 bath,785.0,Denis,3121084,1.0,bath,3121084
266,16031596,66,5e Arrondissement,100%,100%,Entire home/apt,49,93.0,"['email', 'phone']",1 bath,908.0,Jean Marie,3159431,1.0,bath,3159431
268,15799960,43,1er Arrondissement,78%,100%,Entire home/apt,34,72.0,"['email', 'phone']",1 bath,1000.0,Marc-Edouard,3163205,1.0,bath,3163205
270,16234918,82,1er Arrondissement,78%,100%,Entire home/apt,41,291.0,"['email', 'phone']",2 baths,922.0,Marie Et Olivier,3214660,2.0,baths,3214660
271,5322620,56,5e Arrondissement,90%,100%,Entire home/apt,35,850.0,"['email', 'phone']",2 baths,530.0,Guilaine,3253366,2.0,baths,3253366
272,16657588,33,9e Arrondissement,81%,100%,Private room,20,75.0,"['email', 'phone']",1 private bath,1000.0,Sylvie Et Xavier,3297586,1.0,private bath,3297586
276,16873161,63,3e Arrondissement,92%,86%,Entire home/apt,52,72.0,"['email', 'phone']",1 bath,1000.0,Patrick,3343095,1.0,bath,3343095
277,16889087,31,2e Arrondissement,57%,100%,Entire home/apt,41,180.0,"['email', 'phone']",2 baths,689.0,Sandrine,3345995,2.0,baths,3345995
278,12575859,3,2e Arrondissement,5%,90%,Private room,16,18.0,"['email', 'phone']",1 shared bath,413.0,Sophie,3355484,1.0,shared bath,3355484
280,15819236,5,7e Arrondissement,50%,100%,Entire home/apt,27,50.0,"['email', 'phone']",1 bath,622.0,Fatima,3374855,1.0,bath,3374855
281,17146195,116,1er Arrondissement,32%,100%,Entire home/apt,20,35.0,"['email', 'phone']",1 bath,1000.0,Claire,3401117,1.0,bath,3401117
284,6829639,127,6e Arrondissement,55%,100%,Private room,27,52.0,"['email', 'phone']",1 private bath,1000.0,Laure,3410356,1.0,private bath,3410356
285,14809773,12,3e Arrondissement,20%,43%,Private room,18,35.0,"['email', 'phone']",1 shared bath,874.0,Sébastien,3414046,1.0,shared bath,3414046
287,10774564,174,3e Arrondissement,100%,100%,Private room,33,29.0,"['email', 'phone', 'work_email']",1 shared bath,893.0,Patrick,3426528,1.0,shared bath,3426528
292,17488690,114,9e Arrondissement,83%,86%,Entire home/apt,38,47.0,"['email', 'phone']",1 bath,730.0,Philippe,3471231,1.0,bath,3471231
295,17584291,7,4e Arrondissement,0%,100%,Entire home/apt,28,150.0,"['email', 'phone']",1 bath,909.0,Benjamin,3491859,1.0,bath,3491859
297,17663282,89,5e Arrondissement,100%,100%,Entire home/apt,51,120.0,"['email', 'phone']",1 bath,989.0,Pierre,3507925,1.0,bath,3507925
299,17712817,278,5e Arrondissement,100%,100%,Entire home/apt,20,115.0,"['email', 'phone']",1 bath,545.0,Odile,3517871,1.0,bath,3517871
302,17909339,67,1er Arrondissement,62%,100%,Private room,41,62.0,"['email', 'phone']",1 private bath,815.0,Philippine & Pierre-Jean,3557394,1.0,private bath,3557394
303,10402413,130,4e Arrondissement,72%,90%,Entire home/apt,22,45.0,"['email', 'phone']",1 bath,1000.0,Yvan,3569031,1.0,bath,3569031
307,18141612,63,7e Arrondissement,94%,100%,Private room,33,32.0,"['email', 'phone']",1 shared bath,947.0,Simon,3600741,1.0,shared bath,3600741
309,18189468,3,5e Arrondissement,75%,100%,Private room,27,70.0,"['email', 'phone']",1 bath,666.0,Marie-Noëlle,3609743,1.0,bath,3609743
319,3670240,150,3e Arrondissement,54%,100%,Entire home/apt,25,89.0,"['email', 'phone']",1 bath,741.0,Riva,3733458,1.0,bath,3733458
322,17909339,261,1er Arrondissement,62%,100%,Entire home/apt,52,185.0,"['email', 'phone']",2 baths,1000.0,Philippine & Pierre-Jean,3791356,2.0,baths,3791356
325,19727411,60,6e Arrondissement,58%,100%,Entire home/apt,26,150.0,"['email', 'phone']",2 baths,1000.0,Florence Et Michel,3832026,2.0,baths,3832026
327,15080065,199,6e Arrondissement,100%,100%,Entire home/apt,22,60.0,"['email', 'phone']",1 bath,856.0,Kevin Et Emilie,3840978,1.0,bath,3840978
330,4224419,12,7e Arrondissement,25%,100%,Private room,47,41.0,"['email', 'phone']",1 shared bath,592.0,Laurence,3936034,1.0,shared bath,3936034
331,7449887,104,9e Arrondissement,100%,100%,Entire home/apt,32,65.0,"['email', 'phone']",1 bath,1000.0,Valérie Et Frank,3945204,1.0,bath,3945204
334,18123192,9,4e Arrondissement,50%,100%,Entire home/apt,47,350.0,"['email', 'phone']",1 bath,288.0,Fabien,3964177,1.0,bath,3964177
336,20820276,61,6e Arrondissement,21%,60%,Entire home/apt,70,471.0,"['email', 'phone']",2 baths,1000.0,Julien,4015664,2.0,baths,4015664
338,16525872,30,4e Arrondissement,96%,100%,Private room,9,39.0,"['email', 'phone']",1 bath,851.0,Suzanne,4019465,1.0,bath,4019465
341,7079835,123,7e Arrondissement,63%,100%,Entire home/apt,21,75.0,"['email', 'phone']",1 bath,864.0,Nicolas-Fernand,4042997,1.0,bath,4042997
344,7384821,260,6e Arrondissement,83%,100%,Entire home/apt,38,70.0,"['email', 'phone']",1 bath,1000.0,Arnaud,4075204,1.0,bath,4075204
347,19251528,9,2e Arrondissement,6%,73%,Entire home/apt,39,336.0,"['email', 'phone']",2 baths,670.0,Olivier,4094226,2.0,baths,4094226
349,21263213,18,6e Arrondissement,58%,88%,Entire home/apt,45,28.0,"['email', 'phone']",1 bath,735.0,Sophie,4099424,1.0,bath,4099424
351,11325327,238,1er Arrondissement,98%,100%,Entire home/apt,35,63.0,"['email', 'phone']",1 bath,989.0,Olivier,4103384,1.0,bath,4103384
352,19241755,156,6e Arrondissement,90%,80%,Entire home/apt,38,78.0,"['email', 'phone']",1.5 baths,823.0,Patrick,4103566,1.5,baths,4103566
353,18189468,1,9e Arrondissement,75%,100%,Private room,10,53.0,"['email', 'phone']",1 shared bath,588.0,Marie-Noëlle,4111002,1.0,shared bath,4111002
354,11198185,95,9e Arrondissement,29%,80%,Private room,33,32.0,"['email', 'phone']",1 private bath,689.0,Catherine,4114452,1.0,private bath,4114452
355,21369734,32,6e Arrondissement,55%,100%,Private room,22,50.0,['phone'],1 private bath,794.0,Sarah,4119270,1.0,private bath,4119270
358,21550459,8,3e Arrondissement,20%,100%,Entire home/apt,28,250.0,"['email', 'phone']",2 baths,426.0,Pierre-Henri,4172222,2.0,baths,4172222
359,21690572,394,5e Arrondissement,97%,100%,Entire home/apt,20,89.0,"['email', 'phone']",1 bath,1000.0,Capucine & Philippe,4181058,1.0,bath,4181058
360,18189468,11,5e Arrondissement,75%,100%,Private room,34,86.0,"['email', 'phone']",1 private bath,663.0,Marie-Noëlle,4185819,1.0,private bath,4185819
361,5931758,9,2e Arrondissement,100%,100%,Entire home/apt,21,130.0,"['email', 'phone']",1 bath,1000.0,2beapart,4190115,1.0,bath,4190115
364,16525872,283,4e Arrondissement,96%,100%,Private room,13,32.0,"['email', 'phone']",1 shared bath,810.0,Suzanne,4207996,1.0,shared bath,4207996
365,2758045,264,3e Arrondissement,92%,100%,Private room,12,56.0,"['email', 'phone', 'work_email']",1 shared bath,847.0,Jc,4226122,1.0,shared bath,4226122
368,21994561,181,2e Arrondissement,94%,96%,Entire home/apt,8,81.0,"['email', 'phone']",1 bath,989.0,Juliette,4238307,1.0,bath,4238307
370,3422777,137,3e Arrondissement,96%,100%,Entire home/apt,44,160.0,"['email', 'phone']",1 bath,1000.0,David Et Ingrid,4248413,1.0,bath,4248413
371,22047462,103,3e Arrondissement,82%,97%,Entire home/apt,26,62.0,"['email', 'phone']",1 bath,672.0,David,4248853,1.0,bath,4248853
373,6959356,17,2e Arrondissement,46%,100%,Entire home/apt,19,112.0,"['email', 'phone']",1 bath,352.0,Valérie,4265195,1.0,bath,4265195
375,9741729,65,3e Arrondissement,100%,100%,Private room,21,104.0,"['email', 'phone']",1 private bath,1000.0,Jean,4282076,1.0,private bath,4282076
378,22285470,197,1er Arrondissement,73%,100%,Entire home/apt,17,79.0,"['email', 'phone']",1 bath,1000.0,Guillaume,4292762,1.0,bath,4292762
379,22279565,51,9e Arrondissement,53%,60%,Entire home/apt,48,300.0,"['email', 'phone']",3 baths,565.0,Anne-Marie,4300369,3.0,baths,4300369
380,22279565,0,9e Arrondissement,53%,60%,Entire home/apt,15,145.0,"['email', 'phone']",1 bath,339.0,Anne-Marie,4301409,1.0,bath,4301409
381,21863700,563,7e Arrondissement,92%,100%,Private room,16,41.0,"['email', 'phone']",1 shared bath,893.0,Gaëlle / Alex,4303415,1.0,shared bath,4303415
383,6346276,78,6e Arrondissement,100%,100%,Private room,54,45.0,"['email', 'phone']",1 shared bath,237.0,Carole,4309128,1.0,shared bath,4309128
387,22433371,127,1er Arrondissement,96%,100%,Entire home/apt,32,96.0,"['email', 'phone']",1 bath,731.0,Philippe,4320769,1.0,bath,4320769
388,14982159,6,2e Arrondissement,73%,100%,Private room,20,120.0,"['email', 'phone']",1 private bath,708.0,Marie,4321053,1.0,private bath,4321053
389,13715953,14,7e Arrondissement,50%,80%,Private room,5,80.0,"['email', 'phone']",1 bath,1000.0,Alexandre,4321523,1.0,bath,4321523
390,369826491,63,2e Arrondissement,97%,98%,Entire home/apt,23,97.0,"['email', 'phone']",1 bath,1000.0,WeHost,4322520,1.0,bath,4322520
392,22482608,274,3e Arrondissement,90%,100%,Entire home/apt,34,260.0,"['email', 'phone']",3.5 baths,1000.0,Magali,4330056,3.5,baths,4330056
393,7319172,37,3e Arrondissement,50%,100%,Entire home/apt,31,95.0,"['email', 'phone']",1 bath,929.0,Mu,4330921,1.0,bath,4330921
396,20788584,68,7e Arrondissement,70%,100%,Entire home/apt,17,78.0,"['email', 'phone']",1 bath,1000.0,Camille,4347295,1.0,bath,4347295
397,18877251,218,4e Arrondissement,79%,100%,Entire home/apt,28,63.0,['phone'],1 bath,1000.0,Thierry,4348895,1.0,bath,4348895
399,5117719,24,3e Arrondissement,82%,100%,Entire home/apt,37,57.0,"['email', 'phone']",1 bath,1000.0,Cecile,4364775,1.0,bath,4364775
400,4593227,63,5e Arrondissement,96%,100%,Entire home/apt,45,270.0,"['email', 'phone']",2 baths,901.0,Laurent,4371203,2.0,baths,4371203
401,15802604,328,2e Arrondissement,96%,100%,Entire home/apt,17,40.0,"['email', 'phone']",1 bath,1000.0,Rita,4373202,1.0,bath,4373202
404,22711368,919,7e Arrondissement,100%,100%,Entire home/apt,18,58.0,"['email', 'phone']",1 bath,815.0,"Cédric, Silver & Oriane",4374438,1.0,bath,4374438
407,12916591,44,2e Arrondissement,61%,100%,Private room,37,115.0,"['email', 'phone']",1 private bath,1000.0,Dominique,4376997,1.0,private bath,4376997
408,22727282,21,2e Arrondissement,0%,100%,Private room,24,19.0,"['email', 'phone']",2 baths,589.0,Christian,4386180,2.0,baths,4386180
409,5322620,81,5e Arrondissement,90%,100%,Entire home/apt,27,200.0,"['email', 'phone']",1 bath,1000.0,Guilaine,4392049,1.0,bath,4392049
410,22615483,120,8e Arrondissement,94%,100%,Private room,37,35.0,"['email', 'phone']",1 shared bath,616.0,Claire & Didier,4393303,1.0,shared bath,4393303
413,22871846,59,9e Arrondissement,100%,100%,Private room,35,58.0,"['email', 'phone']",1 private bath,1000.0,Brigitte,4405831,1.0,private bath,4405831
415,22908862,35,5e Arrondissement,44%,100%,Private room,12,33.0,"['email', 'phone']",1 shared bath,295.0,Celine,4413294,1.0,shared bath,4413294
416,1532744,11,3e Arrondissement,97%,100%,Entire home/apt,33,75.0,['phone'],1 bath,510.0,Minas,4413463,1.0,bath,4413463
418,21994041,197,4e Arrondissement,83%,100%,Entire home/apt,38,405.0,"['email', 'phone']",2 baths,486.0,Virginie,4418662,2.0,baths,4418662
419,5305438,96,6e Arrondissement,95%,100%,Entire home/apt,24,70.0,"['email', 'phone']",1 bath,1000.0,Romain,4420914,1.0,bath,4420914
422,5931758,111,1er Arrondissement,100%,100%,Entire home/apt,25,148.0,"['email', 'phone']",1 bath,1000.0,2beapart,4438899,1.0,bath,4438899
430,4156965,23,7e Arrondissement,96%,100%,Entire home/apt,34,100.0,"['email', 'phone']",1 bath,1000.0,Emilie,4454827,1.0,bath,4454827
431,23122268,153,6e Arrondissement,90%,100%,Entire home/apt,20,60.0,"['email', 'phone']",1 bath,264.0,Arnaud,4456015,1.0,bath,4456015
432,5117719,24,7e Arrondissement,82%,100%,Entire home/apt,33,60.0,"['email', 'phone']",1 bath,1000.0,Cecile,4460333,1.0,bath,4460333
433,23157374,34,2e Arrondissement,85%,100%,Entire home/apt,44,130.0,"['email', 'phone']",1 bath,1000.0,Agnès,4463352,1.0,bath,4463352
443,5999482,16,1er Arrondissement,67%,100%,Entire home/apt,61,180.0,"['email', 'phone', 'work_email']",2 baths,800.0,Juliette Et Denis,4481115,2.0,baths,4481115
444,23281151,43,7e Arrondissement,75%,100%,Entire home/apt,44,50.0,"['email', 'phone']",1 bath,404.0,Fabienne,4487302,1.0,bath,4487302
447,23255652,230,3e Arrondissement,90%,100%,Entire home/apt,28,54.0,"['email', 'phone']",1 bath,727.0,Bs,4495916,1.0,bath,4495916
450,14353686,31,4e Arrondissement,78%,100%,Entire home/apt,12,157.0,"['email', 'phone']",1 bath,1000.0,Magali,4500340,1.0,bath,4500340
454,23411019,16,7e Arrondissement,56%,100%,Entire home/apt,27,60.0,"['email', 'phone']",1 bath,878.0,Gilles,4515163,1.0,bath,4515163
455,15854880,17,8e Arrondissement,80%,100%,Entire home/apt,14,42.0,"['email', 'phone']",1 bath,509.0,Denis,4515610,1.0,bath,4515610
456,23423660,55,1er Arrondissement,67%,67%,Entire home/apt,29,82.0,"['email', 'phone']",1 bath,1000.0,Ben,4518304,1.0,bath,4518304
458,3028174,18,9e Arrondissement,95%,100%,Entire home/apt,44,345.0,"['email', 'phone']",2 baths,1000.0,Florence,4525383,2.0,baths,4525383
459,5117719,21,8e Arrondissement,82%,100%,Entire home/apt,23,50.0,"['email', 'phone']",1 bath,1000.0,Cecile,4528703,1.0,bath,4528703
462,23518940,23,4e Arrondissement,79%,100%,Entire home/apt,46,385.0,"['email', 'phone']",2 baths,756.0,Luc Et Muriel,4535736,2.0,baths,4535736
463,17354454,140,4e Arrondissement,71%,100%,Entire home/apt,34,120.0,"['email', 'phone']",1 bath,1000.0,Pascal & Fabienne,4535960,1.0,bath,4535960
464,19689772,115,1er Arrondissement,77%,100%,Private room,15,52.0,"['email', 'phone']",1 shared bath,667.0,Denis-Marc,4536366,1.0,shared bath,4536366
465,11042382,64,7e Arrondissement,84%,100%,Private room,34,81.0,"['email', 'phone']",1 private bath,400.0,Brigitte,4536904,1.0,private bath,4536904
466,23538502,8,8e Arrondissement,64%,100%,Entire home/apt,40,200.0,"['email', 'phone']",1 bath,420.0,Valérie,4539448,1.0,bath,4539448
470,23581078,7,3e Arrondissement,100%,100%,Hotel room,11,85.0,"['email', 'phone']",1 bath,209.0,Corin,4548286,1.0,bath,4548286
472,22448052,108,2e Arrondissement,53%,87%,Entire home/apt,33,97.0,"['email', 'phone']",1 bath,1000.0,Frédéric,4552207,1.0,bath,4552207
475,23606372,62,1er Arrondissement,92%,100%,Entire home/apt,47,82.0,"['email', 'phone']",1 bath,1000.0,Lucas,4553363,1.0,bath,4553363
481,22448052,68,2e Arrondissement,53%,87%,Private room,8,36.0,"['email', 'phone']",1 bath,1000.0,Frédéric,4556754,1.0,bath,4556754
503,14809773,3,5e Arrondissement,20%,43%,Private room,17,40.0,"['email', 'phone']",1 shared bath,993.0,Sébastien,4582581,1.0,shared bath,4582581
504,23581078,9,3e Arrondissement,100%,100%,Hotel room,10,103.0,"['email', 'phone']",1 bath,726.0,Corin,4584412,1.0,bath,4584412
505,23581078,1,3e Arrondissement,100%,100%,Hotel room,10,103.0,"['email', 'phone']",1 bath,636.0,Corin,4584577,1.0,bath,4584577
506,23581078,11,3e Arrondissement,100%,100%,Hotel room,10,103.0,"['email', 'phone']",1 bath,631.0,Corin,4584650,1.0,bath,4584650
507,23581078,3,3e Arrondissement,100%,100%,Hotel room,10,119.0,"['email', 'phone']",1 bath,686.0,Corin,4584731,1.0,bath,4584731
514,23802390,4,5e Arrondissement,0%,100%,Entire home/apt,11,398.0,"['email', 'phone', 'work_email']",2 baths,296.0,Laurence,4591796,2.0,baths,4591796
516,6335548,110,4e Arrondissement,81%,100%,Entire home/apt,42,560.0,"['email', 'phone']",3 baths,1000.0,Valérie,4592506,3.0,baths,4592506
524,23739682,104,4e Arrondissement,70%,100%,Entire home/apt,27,72.0,"['email', 'phone']",1 bath,854.0,Xavier,4603546,1.0,bath,4603546
533,10988397,750,2e Arrondissement,100%,100%,Entire home/apt,31,46.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Jocelyn,4618771,1.0,bath,4618771
534,21333522,276,1er Arrondissement,95%,100%,Private room,14,38.0,"['email', 'phone']",1 private bath,383.0,Patrick,4619884,1.0,private bath,4619884
542,17626499,162,6e Arrondissement,94%,100%,Entire home/apt,51,115.0,"['email', 'phone']",1.5 baths,1000.0,Vince & Lisa,4627705,1.5,baths,4627705
543,23977639,118,2e Arrondissement,89%,100%,Private room,34,34.0,"['email', 'phone']",1 shared bath,134.0,Susanne,4630176,1.0,shared bath,4630176
552,24009399,132,5e Arrondissement,63%,77%,Entire home/apt,34,94.0,"['email', 'phone']",1 bath,1000.0,Isabelle,4637016,1.0,bath,4637016
553,21482957,27,3e Arrondissement,86%,100%,Entire home/apt,24,85.0,"['email', 'phone']",1 bath,926.0,Alban,4640040,1.0,bath,4640040
559,23939188,10,2e Arrondissement,92%,100%,Entire home/apt,40,127.0,"['email', 'phone']",1.5 baths,439.0,Thierry,4642469,1.5,baths,4642469
562,24038571,44,1er Arrondissement,56%,93%,Private room,24,35.0,"['email', 'phone']",1 shared bath,1000.0,Jean Christophe,4643008,1.0,shared bath,4643008
568,7239536,37,1er Arrondissement,100%,100%,Entire home/apt,19,51.0,"['email', 'phone']",1 bath,1000.0,Camille,4648489,1.0,bath,4648489
575,24073156,134,6e Arrondissement,100%,100%,Entire home/apt,27,52.0,"['email', 'phone']",1 bath,188.0,Alexandre,4650288,1.0,bath,4650288
581,12216324,19,9e Arrondissement,63%,50%,Entire home/apt,26,46.0,"['email', 'phone']",1 bath,696.0,Adèle,4655179,1.0,bath,4655179
586,17863878,3,7e Arrondissement,60%,0%,Entire home/apt,9,65.0,"['email', 'phone']",1 bath,826.0,Clotilde,4657340,1.0,bath,4657340
602,14508340,37,4e Arrondissement,92%,100%,Entire home/apt,22,75.0,"['email', 'phone']",1 bath,881.0,Hamid,4670491,1.0,bath,4670491
612,13151139,209,7e Arrondissement,99%,100%,Private room,28,28.0,"['email', 'phone']",4 baths,901.0,Roland,4679721,4.0,baths,4679721
614,14809773,6,5e Arrondissement,20%,43%,Private room,15,40.0,"['email', 'phone']",1 shared bath,1000.0,Sébastien,4681940,1.0,shared bath,4681940
619,24232226,766,1er Arrondissement,100%,100%,Private room,44,34.0,"['email', 'phone']",1 shared bath,597.0,Catherine,4686855,1.0,shared bath,4686855
623,19218887,156,1er Arrondissement,97%,100%,Entire home/apt,33,210.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Christophe Et Stephanie,4690189,1.0,bath,4690189
631,9400260,298,4e Arrondissement,98%,100%,Entire home/apt,38,123.0,"['email', 'phone']",1 bath,1000.0,Delphine Et Christophe,4696729,1.0,bath,4696729
638,10226478,339,7e Arrondissement,78%,100%,Private room,34,51.0,"['email', 'phone']",1 shared bath,1000.0,Dominique,4699088,1.0,shared bath,4699088
661,24355889,65,3e Arrondissement,25%,100%,Entire home/apt,27,49.0,"['email', 'phone']",1 bath,1000.0,Akram,4713339,1.0,bath,4713339
667,24368571,0,8e Arrondissement,0%,0%,Private room,4,120.0,['phone'],1 bath,292.0,Sandrine,4716837,1.0,bath,4716837
676,24393388,77,9e Arrondissement,77%,100%,Private room,37,40.0,"['email', 'phone']",1 private bath,885.0,Véronique,4722526,1.0,private bath,4722526
696,24446726,15,4e Arrondissement,42%,100%,Private room,19,50.0,"['email', 'phone']",1 shared bath,226.0,Caroline,4735197,1.0,shared bath,4735197
700,24453666,127,3e Arrondissement,68%,100%,Entire home/apt,25,70.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Adeline,4736727,1.0,bath,4736727
708,2726554,118,3e Arrondissement,96%,100%,Entire home/apt,22,95.0,"['email', 'phone']",1 bath,804.0,Julie,4754554,1.0,bath,4754554
710,24333002,14,9e Arrondissement,100%,100%,Private room,28,55.0,"['email', 'phone', 'work_email']",2 shared baths,689.0,Marc,4756338,2.0,shared baths,4756338
711,24573840,36,9e Arrondissement,56%,90%,Entire home/apt,31,80.0,"['email', 'phone']",1.5 baths,1000.0,Serge,4762699,1.5,baths,4762699
716,24722015,16,1er Arrondissement,33%,39%,Entire home/apt,20,46.0,"['email', 'phone']",1 bath,843.0,Marie,4797658,1.0,bath,4797658
717,24731431,35,5e Arrondissement,100%,100%,Entire home/apt,21,85.0,"['email', 'phone']",1 bath,1000.0,Nathalie,4800024,1.0,bath,4800024
719,4159808,270,1er Arrondissement,80%,100%,Entire home/apt,29,45.0,"['email', 'phone']",1 bath,1000.0,Katia,4821611,1.0,bath,4821611
720,10496570,90,5e Arrondissement,87%,89%,Entire home/apt,39,49.0,"['email', 'phone', 'work_email']",1 bath,401.0,Solveig,4832065,1.0,bath,4832065
721,19624243,114,2e Arrondissement,83%,100%,Private room,29,50.0,"['email', 'phone']",1 shared bath,1000.0,Colette,4854835,1.0,shared bath,4854835
722,3554924,189,3e Arrondissement,80%,100%,Entire home/apt,24,41.0,"['email', 'phone']",1 bath,1000.0,Nady,4855208,1.0,bath,4855208
