,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
10972,10327851,1,Bayonne,80%,100%,Entire home/apt,11,170.0,"['email', 'phone']",2 baths,524.0,Elisa,577849586633448484,2.0,baths,577849586633448484
10973,163542726,1,Anglet,33%,100%,Entire home/apt,10,419.0,['phone'],1 bath,569.0,Frédéric,577861553926259730,1.0,bath,577861553926259730
10974,133059316,3,Biarritz,100%,87%,Entire home/apt,14,250.0,"['email', 'phone']",1 bath,1000.0,Agence Poplidays 5,584337952933585795,1.0,bath,584337952933585795
10975,130005487,0,Biarritz,100%,98%,Entire home/apt,14,250.0,"['email', 'phone']",1 bath,931.0,Agence Poplidays,584340750728226575,1.0,bath,584340750728226575
10976,132160290,8,Arcangues,81%,100%,Entire home/apt,40,120.0,"['email', 'phone']",1 bath,830.0,Sabrina,577988516779603456,1.0,bath,577988516779603456
10977,37770590,4,Cambo-les-Bains,80%,100%,Entire home/apt,28,66.0,"['email', 'phone']",1 bath,626.0,Laura,584466573780063583,1.0,bath,584466573780063583
10978,36910475,0,Saint-Pierre-d'Irube,68%,100%,Private room,39,26.0,"['email', 'phone']",1 private bath,1000.0,Aurore,578103755500294630,1.0,private bath,578103755500294630
10979,10424817,0,Anglet,100%,100%,Entire home/apt,17,500.0,"['email', 'phone']",3 baths,219.0,Karim,578125494945652784,3.0,baths,578125494945652784
10980,101981062,3,Boucau,49%,90%,Entire home/apt,23,105.0,"['email', 'phone']",1 bath,552.0,Lola,584486210718587876,1.0,bath,584486210718587876
10981,1311926,22,Biarritz,75%,100%,Entire home/apt,51,135.0,"['email', 'phone']",2 baths,1000.0,Susana,584488835339287022,2.0,baths,584488835339287022
10982,424820012,0,Biarritz,100%,100%,Entire home/apt,40,450.0,"['email', 'phone']",3 baths,1000.0,Romain,584511865571026917,3.0,baths,584511865571026917
10983,98789184,7,Bayonne,100%,100%,Entire home/apt,32,84.0,"['email', 'phone']",1 bath,585.0,Enzo,578154805825819937,1.0,bath,578154805825819937
10984,6043646,9,Biarritz,100%,100%,Entire home/apt,32,106.0,"['email', 'phone']",1 bath,371.0,Isabelle,584516080728742371,1.0,bath,584516080728742371
10985,11752422,0,Biarritz,91%,95%,Entire home/apt,27,441.0,['phone'],3 baths,1000.0,Manu,578618286746646226,3.0,baths,578618286746646226
10986,449978291,0,Biarritz,50%,100%,Entire home/apt,16,429.0,['phone'],2 baths,883.0,Marie,584521841569080837,2.0,baths,584521841569080837
10987,113029032,0,Saint-Jean-de-Luz,98%,100%,Entire home/apt,14,15.0,"['email', 'phone']",1 bath,1000.0,Sophie - Interhome Group,578641617130091319,1.0,bath,578641617130091319
10989,160711881,7,Urrugne,90%,97%,Entire home/apt,33,99.0,"['email', 'phone']",2 baths,524.0,Celine,584594130112641943,2.0,baths,584594130112641943
10990,33287882,3,Biarritz,97%,100%,Entire home/apt,17,142.0,"['email', 'phone']",1.5 baths,1000.0,Michel Agence First,584620659721146938,1.5,baths,584620659721146938
10991,409656708,0,Urrugne,100%,80%,Entire home/apt,9,618.0,"['email', 'phone']",4 baths,1000.0,Daniel,584639802466631432,4.0,baths,584639802466631432
10992,448721019,10,Cambo-les-Bains,100%,100%,Entire home/apt,47,65.0,"['email', 'phone']",1 bath,1000.0,Ramuntxo,578732129345316377,1.0,bath,578732129345316377
10993,33287882,4,Biarritz,97%,100%,Entire home/apt,20,164.0,"['email', 'phone']",1.5 baths,1000.0,Michel Agence First,584651475462278478,1.5,baths,584651475462278478
10994,184945495,2,Hendaye,99%,99%,Entire home/apt,24,65.0,"['email', 'phone']",1 bath,1000.0,Welkeys,584660267220908766,1.0,bath,584660267220908766
10995,33988702,3,Anglet,100%,100%,Entire home/apt,40,64.0,['phone'],1 bath,1000.0,Charlotte,578741513302051672,1.0,bath,578741513302051672
10996,19246298,6,Hendaye,90%,100%,Entire home/apt,17,60.0,"['email', 'phone']",1 bath,40.0,Regis,584756232733946352,1.0,bath,584756232733946352
10998,130005487,0,Bayonne,100%,98%,Entire home/apt,16,250.0,"['email', 'phone']",1 bath,1000.0,Agence Poplidays,585057825178917529,1.0,bath,585057825178917529
10999,17142064,3,Biarritz,100%,100%,Entire home/apt,10,250.0,"['email', 'phone']",2 baths,551.0,Francine,578827696626368053,2.0,baths,578827696626368053
11000,133059316,1,Hendaye,100%,87%,Entire home/apt,14,250.0,"['email', 'phone']",1 bath,1000.0,Agence Poplidays 5,585062950853272887,1.0,bath,585062950853272887
11001,113029032,0,Saint-Jean-de-Luz,98%,100%,Entire home/apt,8,15.0,"['email', 'phone']",1 bath,1000.0,Sophie - Interhome Group,585192509119413456,1.0,bath,585192509119413456
11002,448790093,2,Anglet,88%,100%,Entire home/apt,27,50.0,"['email', 'phone']",1 bath,979.0,Camille,579280403334603446,1.0,bath,579280403334603446
11003,113029032,1,Saint-Jean-de-Luz,98%,100%,Entire home/apt,13,15.0,"['email', 'phone']",1 bath,1000.0,Sophie - Interhome Group,585192570052017220,1.0,bath,585192570052017220
11005,196567018,0,Biarritz,88%,80%,Entire home/apt,10,320.0,"['email', 'phone']",2 baths,161.0,Patricia,579518942051846857,2.0,baths,579518942051846857
11006,323664886,2,Saint-Pierre-d'Irube,83%,100%,Entire home/apt,43,140.0,"['email', 'phone']",2 baths,1000.0,Sébastien,585321279791392542,2.0,baths,585321279791392542
11007,24990833,3,Mouguerre,80%,100%,Entire home/apt,29,300.0,"['email', 'phone']",2 baths,1000.0,Amaia,585362475209763134,2.0,baths,585362475209763134
11008,216247725,2,Biarritz,96%,96%,Entire home/apt,28,89.0,"['email', 'phone']",3 baths,1000.0,Julie Et Pierre,579556407977183770,3.0,baths,579556407977183770
11009,172331560,0,Saint-Pierre-d'Irube,98%,100%,Entire home/apt,15,211.0,"['email', 'phone']",3 baths,1000.0,Miren,585384502935068905,3.0,baths,585384502935068905
11010,60470152,0,Biarritz,0%,0%,Entire home/apt,50,65.0,"['email', 'phone']",1 bath,1000.0,Adeline,585385210155986503,1.0,bath,585385210155986503
11011,448916667,10,Hendaye,100%,100%,Entire home/apt,25,59.0,"['email', 'phone']",1 bath,1000.0,Vasyl,579579834046129501,1.0,bath,579579834046129501
11012,62885716,0,Saint-Jean-de-Luz,99%,90%,Entire home/apt,12,150.0,"['email', 'phone', 'work_email']",1 bath,694.0,Lisa,585467028353836085,1.0,bath,585467028353836085
11013,62885716,0,Saint-Jean-de-Luz,99%,90%,Entire home/apt,11,130.0,"['email', 'phone', 'work_email']",2 baths,1000.0,Lisa,585467054965110498,2.0,baths,585467054965110498
11014,25310024,1,Anglet,50%,100%,Entire home/apt,50,350.0,"['email', 'phone']",2 baths,1000.0,Aurelie,585554084099577643,2.0,baths,585554084099577643
11015,146434057,0,Came,75%,100%,Entire home/apt,12,92.0,"['email', 'phone']",2 baths,500.0,Annie,585867381991533067,2.0,baths,585867381991533067
11016,450260277,6,AlÃ§ay-AlÃ§abÃ©hÃ©ty-Sunharette,100%,100%,Entire home/apt,36,85.0,['phone'],2 baths,513.0,Amaia,585906970527806709,2.0,baths,585906970527806709
11017,305492120,4,Anglet,67%,100%,Entire home/apt,29,71.0,"['email', 'phone']",1 bath,1000.0,Aby,579588599122639680,1.0,bath,579588599122639680
11018,133059316,2,Ciboure,100%,87%,Entire home/apt,11,250.0,"['email', 'phone']",1 bath,909.0,Agence Poplidays 5,579989588320025023,1.0,bath,579989588320025023
11019,449029297,16,GuÃ©thary,100%,100%,Entire home/apt,31,113.0,[],1 bath,1000.0,Chantal,580100363060528988,1.0,bath,580100363060528988
11020,450264569,31,Biarritz,100%,100%,Entire home/apt,37,100.0,"['email', 'phone']",1 bath,1000.0,Marie Thérèse,585935944374767741,1.0,bath,585935944374767741
11021,399643879,13,Urrugne,100%,100%,Private room,15,60.0,['phone'],1 private bath,543.0,Corinne,586016851888443096,1.0,private bath,586016851888443096
11022,449039952,3,Anglet,100%,83%,Entire home/apt,28,130.0,"['email', 'phone']",1 bath,1000.0,Bordeaux,580170041291445337,1.0,bath,580170041291445337
11023,38587598,2,Arcangues,100%,100%,Entire home/apt,49,69.0,"['email', 'phone']",1 bath,1000.0,Sacha,580226704351516962,1.0,bath,580226704351516962
11024,176197106,1,Anglet,100%,100%,Entire home/apt,17,650.0,"['email', 'phone']",4 baths,1000.0,Anne-Laure - Agence Prestant,580235575344324864,4.0,baths,580235575344324864
11025,2266064,10,GuÃ©thary,87%,100%,Entire home/apt,39,55.0,"['email', 'phone', 'work_email']",1 bath,1000.0,David-Allan,586046953282459640,1.0,bath,586046953282459640
11026,87928111,11,Anglet,94%,100%,Entire home/apt,42,80.0,"['email', 'phone']",1 bath,762.0,Audrey,586087783089321230,1.0,bath,586087783089321230
11027,189720800,14,Biarritz,100%,100%,Entire home/apt,31,85.0,"['email', 'phone']",1 bath,1000.0,Frédérique,580280857854853658,1.0,bath,580280857854853658
11028,196567018,2,Anglet,88%,80%,Entire home/apt,9,360.0,"['email', 'phone']",2 baths,407.0,Patricia,586164273709894041,2.0,baths,586164273709894041
11029,438876605,0,Biarritz,100%,100%,Entire home/apt,41,360.0,"['email', 'phone']",3 baths,633.0,Thierry,586189938015015322,3.0,baths,586189938015015322
11030,449097759,2,Villefranque,60%,100%,Entire home/apt,29,280.0,"['email', 'phone']",2 baths,551.0,Sonia,580416957627433461,2.0,baths,580416957627433461
11031,62885716,0,Urrugne,99%,90%,Entire home/apt,14,220.0,"['email', 'phone', 'work_email']",2 baths,608.0,Lisa,586598205778050408,2.0,baths,586598205778050408
11032,35226774,47,Biarritz,100%,100%,Entire home/apt,30,70.0,"['email', 'phone']",1 bath,780.0,Amandine,580453775642230738,1.0,bath,580453775642230738
11033,2385632,0,Anglet,0%,0%,Entire home/apt,11,500.0,"['email', 'phone']",4 baths,99.0,Marie-Hortense,586729832262437112,4.0,baths,586729832262437112
11034,166709543,16,Saint-PÃ©e-sur-Nivelle,100%,100%,Entire home/apt,33,66.0,"['email', 'phone']",1 bath,558.0,Mikael,586794211730132325,1.0,bath,586794211730132325
11035,324893493,8,Bayonne,70%,100%,Entire home/apt,45,110.0,"['email', 'phone']",1 bath,1000.0,Miguel,586832794187473365,1.0,bath,586832794187473365
11036,449178609,3,Bidart,100%,100%,Entire home/apt,17,102.0,"['email', 'phone']",1 bath,961.0,Marc,580849566112084278,1.0,bath,580849566112084278
11038,338760060,17,Biarritz,100%,100%,Entire home/apt,38,160.0,"['email', 'phone']",1 bath,720.0,Emmanuel,580886011822594501,1.0,bath,580886011822594501
11039,401217401,1,GuÃ©thary,82%,90%,Entire home/apt,13,20.0,['phone'],1 bath,123.0,Corinne Tendance Gestion Location,587289960058206064,1.0,bath,587289960058206064
11040,450493045,8,Ascain,67%,100%,Entire home/apt,31,75.0,"['email', 'phone']",1 bath,287.0,Florence,587314947897184972,1.0,bath,587314947897184972
11042,283885079,0,Saint-Jean-de-Luz,100%,100%,Entire home/apt,8,120.0,"['email', 'phone']",1 bath,668.0,Isabelle,587356593724340095,1.0,bath,587356593724340095
11043,377639617,5,Urrugne,100%,100%,Entire home/apt,10,105.0,"['email', 'phone']",2 baths,347.0,Julie,587448020206663333,2.0,baths,587448020206663333
11044,119620314,3,Biarritz,37%,100%,Entire home/apt,13,500.0,"['email', 'phone']",4 baths,910.0,Laurence,580996342846918656,4.0,baths,580996342846918656
11046,432154389,2,Ciboure,100%,100%,Entire home/apt,39,90.0,"['email', 'phone']",1 bath,1000.0,Florence,581055660438590138,1.0,bath,581055660438590138
11047,155344995,0,Mouguerre,100%,100%,Entire home/apt,21,90.0,"['email', 'phone']",1 bath,571.0,Cathy,581521144602061308,1.0,bath,581521144602061308
11048,343999565,12,Anglet,95%,82%,Entire home/apt,24,51.0,"['email', 'phone']",1 bath,1000.0,Marie,587528329399460005,1.0,bath,587528329399460005
11050,70348531,2,Biarritz,80%,100%,Entire home/apt,43,65.0,"['email', 'phone']",1 bath,1000.0,Helene,587568592305962537,1.0,bath,587568592305962537
11051,58978768,1,Arcangues,50%,100%,Entire home/apt,18,350.0,"['email', 'phone']",2 baths,564.0,Axel,581565087764136258,2.0,baths,581565087764136258
11052,6364401,0,Biarritz,41%,100%,Entire home/apt,7,130.0,"['email', 'phone']",2 baths,377.0,Emmanuelle,581575225894704122,2.0,baths,581575225894704122
11053,450627199,7,Saint-Jean-de-Luz,73%,100%,Entire home/apt,8,59.0,['phone'],1 bath,1000.0,Vincent,587605605143777715,1.0,bath,587605605143777715
11054,20531952,1,Bayonne,50%,100%,Entire home/apt,25,450.0,"['email', 'phone']",2 baths,1000.0,Corinne,581604024578088579,2.0,baths,581604024578088579
11055,65997486,4,Bidart,96%,100%,Entire home/apt,35,160.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Simon,581741327859344999,1.0,bath,581741327859344999
11056,125133712,8,Bayonne,100%,100%,Entire home/apt,22,58.0,"['email', 'phone']",1 bath,561.0,Sophie,581776697459093222,1.0,bath,581776697459093222
11058,8815992,1,Anglet,50%,100%,Entire home/apt,12,100.0,"['email', 'phone', 'work_email']",2 baths,568.0,Julie,587654326800713503,2.0,baths,587654326800713503
11059,434924784,2,La Bastide-Clairence,100%,100%,Entire home/apt,43,40.0,"['email', 'phone']",1 bath,390.0,Pierre Jean,588065662765442583,1.0,bath,588065662765442583
11061,414168639,5,Saint-Jean-de-Luz,100%,100%,Entire home/apt,37,150.0,"['email', 'phone']",1 bath,695.0,Stephanie,581959739036640804,1.0,bath,581959739036640804
11062,8198636,2,Biarritz,83%,100%,Entire home/apt,38,101.0,['phone'],1 bath,969.0,Maxime,582232250855669670,1.0,bath,582232250855669670
11063,401217401,2,Biarritz,82%,90%,Entire home/apt,21,260.0,['phone'],1 bath,153.0,Corinne Tendance Gestion Location,582255956290217590,1.0,bath,582255956290217590
11065,159067192,5,Biarritz,100%,100%,Entire home/apt,23,83.0,"['email', 'phone']",1 bath,1000.0,Bookiply,588071108660512933,1.0,bath,588071108660512933
11066,373231314,9,Biarritz,79%,100%,Entire home/apt,23,120.0,['phone'],1 bath,1000.0,Gracianne,582384546550305862,1.0,bath,582384546550305862
11067,378829038,1,Biarritz,33%,90%,Entire home/apt,21,168.0,"['email', 'phone']",2.5 baths,1000.0,Camille & Gaëlle,582475625629019962,2.5,baths,582475625629019962
11068,1311926,1,Biarritz,75%,100%,Entire home/apt,46,178.0,"['email', 'phone']",1 bath,923.0,Susana,588086972567536477,1.0,bath,588086972567536477
11069,50822795,0,Saint-Jean-de-Luz,86%,90%,Entire home/apt,29,99.0,"['email', 'phone']",2 baths,1000.0,Luc,588091647173091023,2.0,baths,588091647173091023
11071,449572434,15,Bayonne,92%,100%,Entire home/apt,30,73.0,['phone'],1 bath,615.0,Gorka,582617216344907796,1.0,bath,582617216344907796
11073,113029032,0,Bidart,98%,100%,Entire home/apt,11,15.0,"['email', 'phone']",1 bath,1000.0,Sophie - Interhome Group,583020664617985750,1.0,bath,583020664617985750
11074,50822795,2,Saint-Jean-de-Luz,86%,90%,Entire home/apt,21,303.0,"['email', 'phone']",2 baths,1000.0,Luc,588091878566437107,2.0,baths,588091878566437107
11075,113029032,3,Bidart,98%,100%,Entire home/apt,13,15.0,"['email', 'phone']",1 bath,1000.0,Sophie - Interhome Group,583020676032919160,1.0,bath,583020676032919160
11076,107343969,2,Biarritz,85%,86%,Entire home/apt,16,82.0,"['email', 'phone']",1 bath,1000.0,Luc,588092002210179744,1.0,bath,588092002210179744
11077,40472564,11,Ustaritz,100%,86%,Entire home/apt,23,65.0,"['email', 'phone']",1 bath,1000.0,Mylène,583047332535296390,1.0,bath,583047332535296390
11078,104484452,1,Bayonne,100%,100%,Entire home/apt,21,95.0,"['email', 'phone']",1 bath,573.0,Camille,588815037196167933,1.0,bath,588815037196167933
11079,50822795,0,Urrugne,86%,90%,Entire home/apt,25,166.0,"['email', 'phone']",3 baths,1000.0,Luc,588092099719068328,3.0,baths,588092099719068328
11080,432825974,1,Hendaye,70%,100%,Entire home/apt,14,47.0,"['email', 'phone']",2 baths,249.0,Diego,588856635883949387,2.0,baths,588856635883949387
11081,61625585,0,Bidart,100%,100%,Entire home/apt,74,210.0,['phone'],2 baths,1000.0,Joan,588960696827429178,2.0,baths,588960696827429178
11082,54112027,3,Saint-Ãtienne-de-BaÃ¯gorry,67%,100%,Entire home/apt,46,92.0,"['email', 'phone']",2 baths,500.0,Françoise,589182963320676060,2.0,baths,589182963320676060
11083,343999565,14,Anglet,95%,82%,Entire home/apt,27,71.0,"['email', 'phone']",1 bath,1000.0,Marie,588155178094917179,1.0,bath,588155178094917179
11084,343999565,7,Bayonne,95%,82%,Entire home/apt,10,54.0,"['email', 'phone']",1 bath,1000.0,Marie,588159443084520603,1.0,bath,588159443084520603
11086,2320621,7,Biarritz,91%,100%,Entire home/apt,44,300.0,"['email', 'phone']",1.5 baths,541.0,Pierre-Loup,589538435185438508,1.5,baths,589538435185438508
11088,169533322,8,Biarritz,97%,100%,Entire home/apt,41,148.0,"['email', 'phone']",2.5 baths,1000.0,Fanny,588172043612168526,2.5,baths,588172043612168526
11090,390062089,2,Biarritz,99%,100%,Entire home/apt,21,156.0,"['email', 'phone', 'work_email']",2.5 baths,1000.0,Séjour À Biarritz,589573819725147040,2.5,baths,589573819725147040
11091,451055133,2,Biarritz,91%,80%,Entire home/apt,18,73.0,['phone'],1 bath,697.0,Elise,589639216324742641,1.0,bath,589639216324742641
11093,166848375,0,Mouguerre,100%,100%,Entire home/apt,45,500.0,"['email', 'phone']",1 bath,1000.0,Cathy,589719704889883931,1.0,bath,589719704889883931
11094,450759959,1,Anglet,50%,100%,Entire home/apt,50,90.0,"['email', 'phone']",1 bath,556.0,Danielle,588241412502220872,1.0,bath,588241412502220872
11095,389762971,16,Bayonne,98%,100%,Entire home/apt,17,84.0,['phone'],1 bath,1000.0,Clémentine,588278910510697114,1.0,bath,588278910510697114
11096,27089227,6,Saint-Jean-de-Luz,77%,95%,Entire home/apt,30,90.0,"['email', 'phone']",1 bath,1000.0,Ashleigh,589769718737756831,1.0,bath,589769718737756831
11097,95457791,5,Biarritz,90%,100%,Entire home/apt,35,250.0,"['email', 'phone']",1 bath,533.0,Paul,589790985979614128,1.0,bath,589790985979614128
11098,227951267,8,Montory,100%,100%,Entire home/apt,38,96.0,"['email', 'phone']",1 bath,373.0,Magali,588332074529485645,1.0,bath,588332074529485645
11099,111452088,5,Beyrie-sur-Joyeuse,100%,100%,Entire home/apt,63,75.0,"['email', 'phone']",2 baths,1000.0,Elodie,588349167817879417,2.0,baths,588349167817879417
11100,57914208,4,Saint-Jean-de-Luz,100%,100%,Entire home/apt,41,200.0,['phone'],2 baths,1000.0,Marion,589814837079339326,2.0,baths,589814837079339326
11101,77433365,13,Saint-Jean-de-Luz,89%,100%,Entire home/apt,20,90.0,"['email', 'phone']",1 bath,576.0,Pierre,588426716858122452,1.0,bath,588426716858122452
11102,450874204,12,Saint-Jean-de-Luz,96%,100%,Entire home/apt,36,105.0,[],1 bath,1000.0,Elisabeth,588742579446224684,1.0,bath,588742579446224684
11103,451102909,9,Biarritz,100%,100%,Entire home/apt,41,101.0,"['email', 'phone']",1 bath,1000.0,Alexis,589825660100806946,1.0,bath,589825660100806946
11104,169533322,4,Biarritz,97%,100%,Entire home/apt,36,80.0,"['email', 'phone']",1 bath,1000.0,Fanny,588752827196148562,1.0,bath,588752827196148562
11105,87011292,11,Hendaye,95%,100%,Entire home/apt,46,80.0,"['email', 'phone']",1 bath,1000.0,Fabienne,589927300050983714,1.0,bath,589927300050983714
11106,50822795,2,Ciboure,86%,90%,Entire home/apt,22,99.0,"['email', 'phone']",1 bath,1000.0,Luc,594667150666776153,1.0,bath,594667150666776153
11107,133059316,1,Hendaye,100%,87%,Entire home/apt,19,250.0,"['email', 'phone']",2 baths,936.0,Agence Poplidays 5,590169024310263975,2.0,baths,590169024310263975
11108,133059316,5,Saint-Jean-de-Luz,100%,87%,Entire home/apt,10,250.0,"['email', 'phone']",1 bath,401.0,Agence Poplidays 5,590176593164105785,1.0,bath,590176593164105785
11109,62885716,1,Saint-Jean-de-Luz,99%,90%,Entire home/apt,11,158.0,"['email', 'phone', 'work_email']",1 bath,743.0,Lisa,590236050130267591,1.0,bath,590236050130267591
11110,107343969,3,Biarritz,85%,86%,Entire home/apt,23,82.0,"['email', 'phone']",1 bath,1000.0,Luc,594869338515384915,1.0,bath,594869338515384915
11111,451191275,11,Anglet,100%,100%,Private room,37,31.0,['phone'],1 shared bath,1000.0,Agnes,590323615069143684,1.0,shared bath,590323615069143684
11112,91418050,35,Bidart,100%,100%,Entire home/apt,27,94.0,"['email', 'phone']",1 bath,1000.0,Fred,594920774843828155,1.0,bath,594920774843828155
11114,451944643,29,Biarritz,98%,96%,Entire home/apt,31,85.0,"['email', 'phone', 'work_email']",1 bath,488.0,BeInMyHome,595123632556258298,1.0,bath,595123632556258298
11115,451944643,21,Biarritz,98%,96%,Entire home/apt,35,90.0,"['email', 'phone', 'work_email']",1 bath,551.0,BeInMyHome,595175109501109478,1.0,bath,595175109501109478
11116,387110982,4,Biarritz,96%,90%,Entire home/apt,40,173.0,"['email', 'phone']",1 bath,1000.0,Emma,590375700471307825,1.0,bath,590375700471307825
11117,452201244,9,Ciboure,100%,100%,Entire home/apt,39,110.0,[],1 bath,1000.0,Clement,595253866996913225,1.0,bath,595253866996913225
11118,43847263,0,Biarritz,67%,100%,Entire home/apt,9,480.0,"['email', 'phone']",5 baths,536.0,Charlotte,595306610906940183,5.0,baths,595306610906940183
11119,96811007,3,Anglet,80%,100%,Entire home/apt,41,70.0,"['email', 'phone']",1.5 baths,571.0,Julien,590438774061626609,1.5,baths,590438774061626609
11120,100732563,4,Cambo-les-Bains,97%,100%,Entire home/apt,33,50.0,"['email', 'phone']",1 bath,99.0,Patrick,590485812906767874,1.0,bath,590485812906767874
11121,184945495,4,Hendaye,99%,99%,Entire home/apt,26,89.0,"['email', 'phone']",1 bath,1000.0,Welkeys,595353465100969234,1.0,bath,595353465100969234
11122,451224904,13,Biarritz,100%,100%,Entire home/apt,21,107.0,"['email', 'phone']",1 bath,1000.0,Bénédicte,590489380564319169,1.0,bath,590489380564319169
11123,394151159,0,Mouguerre,90%,90%,Entire home/apt,64,288.0,"['email', 'phone']",2 baths,1000.0,Caroline,590520555457568321,2.0,baths,590520555457568321
11126,451313576,2,Ustaritz,100%,100%,Entire home/apt,12,140.0,"['email', 'phone']",2 baths,546.0,Danielle,590976275464193139,2.0,baths,590976275464193139
11127,450416193,24,Anglet,100%,100%,Entire home/apt,63,1021.0,"['email', 'phone']",9.5 baths,1000.0,Yaroslava,595471814382892274,9.5,baths,595471814382892274
11128,14707297,17,Saint-Jean-Pied-de-Port,94%,100%,Private room,14,31.0,"['email', 'phone']",1.5 shared baths,80.0,Henri,591044237512893998,1.5,shared baths,591044237512893998
11130,49111815,4,Arcangues,78%,100%,Entire home/apt,48,200.0,"['email', 'phone']",2 baths,1000.0,Sarah Et Laurent,595484444657686394,2.0,baths,595484444657686394
11131,452240123,14,Biarritz,100%,100%,Entire home/apt,27,124.0,"['email', 'phone']",1 bath,1000.0,Bordeaux,595486352471448444,1.0,bath,595486352471448444
11132,451352503,2,Ciboure,50%,100%,Entire home/apt,51,300.0,['email'],3 baths,1000.0,Manuela,591185235761593941,3.0,baths,591185235761593941
11133,6285630,1,Biarritz,67%,100%,Entire home/apt,56,500.0,"['email', 'phone', 'work_email']",3 baths,286.0,Julien,591206742606412657,3.0,baths,591206742606412657
11134,61622517,9,Hendaye,100%,100%,Entire home/apt,23,75.0,"['email', 'phone']",1 bath,533.0,Nathalie,595558447869401156,1.0,bath,595558447869401156
11135,4294417,9,Biarritz,100%,100%,Entire home/apt,48,136.0,"['email', 'phone']",1 bath,1000.0,Goli,595956322300305262,1.0,bath,595956322300305262
11136,390062089,1,Ciboure,99%,100%,Entire home/apt,27,372.0,"['email', 'phone', 'work_email']",2.5 baths,1000.0,Séjour À Biarritz,591234050027141275,2.5,baths,591234050027141275
11137,113029032,1,Bidart,98%,100%,Entire home/apt,11,15.0,"['email', 'phone']",1 bath,1000.0,Sophie - Interhome Group,596009665897259743,1.0,bath,596009665897259743
11138,451364821,14,Espelette,100%,100%,Entire home/apt,37,76.0,"['email', 'phone']",1 bath,654.0,Nathalie,591235041498260066,1.0,bath,591235041498260066
11139,15278754,3,Anglet,100%,100%,Entire home/apt,45,187.0,"['email', 'phone']",3 baths,404.0,Perrine,591268847857343105,3.0,baths,591268847857343105
11140,157391208,25,Biarritz,100%,100%,Entire home/apt,42,154.0,"['email', 'phone']",1 bath,1000.0,Oihan,591606155114796545,1.0,bath,591606155114796545
11141,8211416,0,Boucau,0%,0%,Entire home/apt,29,40.0,"['email', 'phone']",1 bath,288.0,Samira,591705914246689727,1.0,bath,591705914246689727
11142,113029032,0,Saint-Jean-de-Luz,98%,100%,Entire home/apt,12,15.0,"['email', 'phone']",1 bath,1000.0,Sophie - Interhome Group,596009674320167761,1.0,bath,596009674320167761
11143,39909240,1,Arbonne,100%,100%,Entire home/apt,64,1000.0,"['email', 'phone']",3.5 baths,667.0,Veronica,596020781267304743,3.5,baths,596020781267304743
11144,451477416,7,Saint-Jean-Pied-de-Port,100%,100%,Entire home/apt,48,55.0,"['email', 'phone']",2 baths,430.0,Hélène,591865606971712488,2.0,baths,591865606971712488
11145,4282403,2,Anglet,44%,83%,Entire home/apt,49,370.0,"['email', 'phone']",2 baths,1000.0,Amaia,591985168813300243,2.0,baths,591985168813300243
11146,121524420,1,Bayonne,56%,100%,Entire home/apt,8,100.0,"['email', 'phone']",1 bath,503.0,Anthony,591995103496369128,1.0,bath,591995103496369128
11147,60729706,2,Saint-Jean-de-Luz,67%,100%,Entire home/apt,49,120.0,"['email', 'phone']",1 bath,1000.0,Eden,592005031417783102,1.0,bath,592005031417783102
11148,348733214,10,Bayonne,100%,100%,Entire home/apt,32,75.0,['phone'],1 bath,112.0,Cathy,592040992722481534,1.0,bath,592040992722481534
11149,133059316,0,Hendaye,100%,87%,Entire home/apt,16,250.0,"['email', 'phone']",1 bath,1000.0,Agence Poplidays 5,596065500501287027,1.0,bath,596065500501287027
11151,451596316,1,Urrugne,67%,100%,Entire home/apt,11,80.0,"['email', 'phone']",1 bath,337.0,Marie-France,592386938239125960,1.0,bath,592386938239125960
11152,54326699,1,Biarritz,100%,100%,Entire home/apt,11,44.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Arthur,592389462521176962,1.0,bath,592389462521176962
11153,196109146,14,Bayonne,100%,100%,Entire home/apt,26,45.0,"['email', 'phone']",1 bath,677.0,Thomas,596073105269949991,1.0,bath,596073105269949991
11154,17990494,1,Saint-Jean-de-Luz,55%,100%,Entire home/apt,55,549.0,"['email', 'phone', 'work_email']",3 baths,1000.0,Yvan,596183587976824846,3.0,baths,596183587976824846
11155,42393120,0,Anglet,100%,100%,Entire home/apt,35,110.0,"['email', 'phone']",1 bath,539.0,Marie,592443810772762803,1.0,bath,592443810772762803
11156,112287515,9,Espelette,100%,100%,Entire home/apt,9,50.0,"['email', 'phone']",1 bath,507.0,Jennifer,596267452304913838,1.0,bath,596267452304913838
11157,451308692,3,Arcangues,83%,100%,Private room,24,200.0,"['email', 'phone']",1 private bath,1000.0,Serge,592447021534303332,1.0,private bath,592447021534303332
11158,128072930,4,Bidart,43%,100%,Entire home/apt,44,140.0,"['email', 'phone']",1 bath,572.0,Sylvie,592472062398917652,1.0,bath,592472062398917652
11159,381673523,4,Saint-Jean-de-Luz,100%,100%,Entire home/apt,7,145.0,"['email', 'phone']",1 bath,185.0,Anne-Marie,596714998195731611,1.0,bath,596714998195731611
